1,0.000002
11,0.000001
21,0.000004
31,0.000005
41,0.000006
51,0.000012
61,0.000013
71,0.000018
81,0.000026
91,0.000029
101,0.000037
111,0.000048
121,0.000052
131,0.000056
141,0.000068
151,0.000102
161,0.000072
171,0.000076
181,0.000086
191,0.000102
201,0.000109
211,0.000113
221,0.000121
231,0.000138
241,0.000141
251,0.000167
261,0.000182
271,0.000189
281,0.000208
291,0.000211
301,0.000247
311,0.000245
321,0.000254
331,0.000289
341,0.000301
351,0.000330
361,0.000323
371,0.000357
381,0.000390
391,0.000385
401,0.000447
411,0.000439
421,0.000428
431,0.000468
441,0.000498
451,0.000277
461,0.000282
471,0.000295
481,0.000328
491,0.000325
501,0.000356
511,0.000365
521,0.000370
531,0.000426
541,0.000392
551,0.000434
561,0.000436
571,0.000453
581,0.000456
591,0.000474
601,0.000497
611,0.000503
621,0.000514
631,0.000524
641,0.000521
651,0.000560
661,0.000639
671,0.000596
681,0.000591
691,0.000658
701,0.000670
711,0.000654
721,0.000706
731,0.000715
741,0.000721
751,0.000727
761,0.000798
771,0.000785
781,0.000848
791,0.000836
801,0.000872
811,0.000902
821,0.000915
831,0.000917
841,0.000907
851,0.000980
861,0.000975
871,0.001030
881,0.001017
891,0.001084
901,0.001089
911,0.001090
921,0.001156
931,0.001179
941,0.001130
951,0.001210
961,0.001233
971,0.001279
981,0.001256
991,0.001298
