1,0.000001
11,0.000002
21,0.000004
31,0.000007
41,0.000010
51,0.000016
61,0.000019
71,0.000024
81,0.000030
91,0.000037
101,0.000044
111,0.000053
121,0.000061
131,0.000070
141,0.000078
151,0.000091
161,0.000099
171,0.000111
181,0.000123
191,0.000137
201,0.000149
211,0.000160
221,0.000177
231,0.000196
241,0.000208
251,0.000254
261,0.000237
271,0.000257
281,0.000283
291,0.000319
301,0.000356
311,0.000378
321,0.000412
331,0.000425
341,0.000502
351,0.000431
361,0.000340
371,0.000356
381,0.000389
391,0.000420
401,0.000417
411,0.000442
421,0.000466
431,0.000478
441,0.000502
451,0.000512
461,0.000412
471,0.000295
481,0.000315
491,0.000327
501,0.000363
511,0.000350
521,0.000379
531,0.000378
541,0.000395
551,0.000419
561,0.000437
571,0.000447
581,0.000436
591,0.000459
601,0.000489
611,0.000487
621,0.000500
631,0.000513
641,0.000553
651,0.000542
661,0.000589
671,0.000595
681,0.000599
691,0.000614
701,0.000681
711,0.000656
721,0.000675
731,0.000676
741,0.000694
751,0.000747
761,0.000732
771,0.000750
781,0.000771
791,0.000793
801,0.000810
811,0.000833
821,0.000847
831,0.000867
841,0.000889
851,0.000912
861,0.000930
871,0.000951
881,0.000972
891,0.001005
901,0.001014
911,0.001030
921,0.001054
931,0.001097
941,0.001097
951,0.001125
961,0.001184
971,0.001178
981,0.001204
991,0.001258
