1,0.000003
11,0.000002
21,0.000003
31,0.000006
41,0.000007
51,0.000009
61,0.000009
71,0.000012
81,0.000014
91,0.000015
101,0.000045
111,0.000019
121,0.000021
131,0.000025
141,0.000028
151,0.000028
161,0.000033
171,0.000032
181,0.000035
191,0.000037
201,0.000040
211,0.000041
221,0.000041
231,0.000049
241,0.000045
251,0.000054
261,0.000053
271,0.000059
281,0.000063
291,0.000057
301,0.000062
311,0.000066
321,0.000072
331,0.000066
341,0.000067
351,0.000071
361,0.000081
371,0.000077
381,0.000087
391,0.000083
401,0.000089
411,0.000086
421,0.000094
431,0.000093
441,0.000096
451,0.000110
461,0.000101
471,0.000106
481,0.000105
491,0.000120
501,0.000127
511,0.000117
521,0.000118
531,0.000120
541,0.000119
551,0.000120
561,0.000127
571,0.000139
581,0.000153
591,0.000152
601,0.000155
611,0.000133
621,0.000149
631,0.000163
641,0.000144
651,0.000165
661,0.000175
671,0.000155
681,0.000168
691,0.000127
701,0.000144
711,0.000096
721,0.000072
731,0.000072
741,0.000071
751,0.000081
761,0.000089
771,0.000074
781,0.000083
791,0.000077
801,0.000084
811,0.000080
821,0.000079
831,0.000081
841,0.000111
851,0.000085
861,0.000084
871,0.000089
881,0.000090
891,0.000082
901,0.000103
911,0.000087
921,0.000092
931,0.000092
941,0.000099
951,0.000096
961,0.000098
971,0.000095
981,0.000098
991,0.000101
